"id","name","domain","old_url","old_ats","new_url","new_ats","confidence","reason"
"592e45f6-4cfb-43ae-b4be-842af679a149","Adroit Associates Inc.","adroitassociates.com","https://adroitassociates.com/careers","","","","none","no_career_links_on_homepage"
"3d918788-f842-4d3f-9395-18c9f82670fb","A Venterpriseinc","aventerpriseinc.com","https://aventerpriseinc.com/careers","","https://aventerpriseinc.com/careers.html","","medium","careers_page_no_ats_detected"
"7d108cdd-218a-4582-80bb-5c92c34e28c6","Addepto It Solutions LLC","addeptoit.com","https://addeptoit.com/careers","","https://addeptoit.com/careers.html","","medium","careers_page_no_ats_detected"
"5f1ed44f-0227-4c67-a496-74a979c78085","Aricent Technologies Holdings Ltd.","aricent.com","https://capgemini-engineering.com/careers","workday","","","none","homepage_unreachable_error"
"f9f05351-6110-4f39-9fe4-348af71f9d4c","Americloud Solutions Inc.","americloud.com","https://americloud.com/careers","","","","none","no_career_links_on_homepage"
"e1f9c657-65cb-4277-b814-d3e1ae49a120","Ambarella Corp.","ambarella.com","https://www.ambarella.com/about/careers","greenhouse","https://ambarella.wd108.myworkdayjobs.com/Ambarella","workday","high","homepage_embeds_ats"
"a815de01-78b9-41d1-abec-23e103cebe86","Beckman Coulter Inc.","beckmanulter.com","https://www.beckmancoulter.com/careers","workday","","","none","homepage_unreachable_error"
"6d7db097-dd65-4839-87d7-56ce8ebad943","Astro","astro.build","https://astro.build/careers","custom","","","none","no_career_links_on_homepage"
"71d4bf4e-d0c9-4705-8e73-722d846d89df","Amkor Technology","amkor.com","https://www.amkor.com/about/careers","icims","https://amkor.com/careers/","","medium","careers_page_no_ats_detected"
"8f641e3b-28b3-4f58-9762-c7a4984b1c03","Beyond Meat","beyondmeat.com","https://www.beyondmeat.com/careers","greenhouse","https://beyondmeat.wd1.myworkdayjobs.com/External_Careers","workday","high","homepage_embeds_ats"
"00b6a828-3aa3-4140-ad4c-37fdea4324ee","Comtek Global Inc.","mtekglobal.com","https://comtekglobal.com/careers","custom","","","none","no_career_links_on_homepage"
"29db15ab-2b79-4adf-9288-e405d6de605b","Astir Technologies LLC","astir.com","https://astir.com/careers","","","","none","no_career_links_on_homepage"
"b33ea357-877a-447f-85f8-02fecba4b6ce","Delart Technology Services LLC","delart.com","https://delart.com/careers","","","","none","no_career_links_on_homepage"
"e56ac420-8c46-4bde-8e42-132080525ec8","Delasoft Inc.","delasoft.com","https://delasoft.com/careers","","","","none","no_career_links_on_homepage"
"78423092-2df2-40c0-9f29-ad226dac7243","Digipulse Technologies Inc.","digipulse.com","https://digipulse.com/careers","","","","none","no_career_links_on_homepage"
"01777037-375c-4573-b4af-39afbc91c2a7","Digital Intelligence Systems LLC","digitalintelligence.com","https://digitalintelligence.com/careers","","","","none","no_career_links_on_homepage"
"40dc1ea4-556a-4006-a27e-b4ae0a54cdcd","Dimensional Fund Advisors Lp","dimensionalfundadvisors.com","https://www.dimensional.com/us-en/careers","workday","","","none","no_career_links_on_homepage"
"01368bd7-e098-4bd8-b14e-7949d44a8894","Ealearn Inc.","ealearn.com","https://ealearn.com/careers","","https://ealearn.com/careers.html","","medium","careers_page_no_ats_detected"
"61bfe495-e732-44b5-b201-1145f726b523","Ecovue Solutions LLC","ecovue.com","https://ecovue.com/careers","","https://www.hrhealthcare.com/careers-v2/","","medium","careers_page_no_ats_detected"
"b013d2cc-9fd4-4990-af9c-3dd4e7759d5c","Dataedge Inc.","dataedge.com","https://dataedge.com/careers","","","","none","no_career_links_on_homepage"
"7517c089-2800-4a12-a8ca-0c888e7ced8c","Edifecs Inc.","edifecs.com","https://www.edifecs.com/careers","lever","https://careers-cotiviti.icims.com/jobs/intro","icims","high","careers_page_embeds_icims"
"e7edc085-271e-4f86-9d28-8be05138ca02","Exoduspoint Capital Management Lp","exoduspointcapitalmanagementlp.com","https://www.exoduspoint.com/careers","greenhouse","","","none","homepage_unreachable_error"
"1053fdc3-edc9-4911-9fae-c67f1955817b","Elxr Technologies LLC","elxr.com","https://elxr.com/careers","","","","none","no_career_links_on_homepage"
"dde4f721-d403-45e0-bbd2-6b0ad3b136b9","Flexport","flexport.com","https://www.flexport.com/careers","greenhouse","https://www.flexport.com/company/careers/","","medium","careers_page_no_ats_detected"
"2e9a9238-a42a-4152-aee3-532165d04656","Geminisoft Solutions Inc.","geminisoft.com","https://geminisoft.com/careers","","","","none","no_career_links_on_homepage"
"3fb5f034-61c2-41ba-8894-c397d2cc1029","Ginkgo Bioworks Inc.","ginkgobioworks.com","https://www.ginkgobioworks.com/careers","lever","https://job-boards.greenhouse.io/ginkgobioworks","greenhouse","high","homepage_embeds_ats"
"43a10aaf-087f-422b-897e-aafb016cac32","Global Technology Associates LLC","globalassociates.com","https://globalassociates.com/careers","","","","none","no_career_links_on_homepage"
"9caf3e85-03f5-4290-b1df-af8b009e70f7","Halifax County Schools","halifaxuntyschools.com","https://www.halifax.k12.nc.us/Page/Employment","custom","","","none","homepage_unreachable_error"
"be06c9ab-35f3-414d-a876-9f861d0be95a","Hospitalist Medicine Physicians Of Texas Pllc","hospitalistmedicinephysiciansoftexaspllc.com","https://www.soundphysicians.com/careers","icims","","","none","homepage_unreachable_error"
"edda7aee-f4ae-4fd6-9d45-41042a085cfe","I3infotek Inc.","i3infotek.com","https://i3infotek.com/careers","","","","none","no_career_links_on_homepage"
"932451d8-4e4a-4ad4-b1fd-ebaa28348ef8","Genesis Corp.","genesis.com","https://genesis.com/careers","","https://performancemanager8na.successfactors.com","successfactors","high","careers_page_embeds_successfactors"
"65c0c782-3464-413b-8d54-634da5abe39e","Indu LLC","indu.com","https://indu.com/careers","","","","none","homepage_unreachable_403"
"d91393d6-24c7-4284-bce7-0332fcf79369","Icloud Technologies Corp.","icloud.com","https://icloud.com/careers","","","","none","no_career_links_on_homepage"
"f49554ee-a7a8-4aa7-a0ad-880324996c2d","Infoville Inc.","infoville.com","https://infoville.com/careers","","","","none","no_career_links_on_homepage"
"674342ab-3ba4-4c0e-806e-43bb25950acf","Bed Bath Beyond Inc.","bedbathbeyond.com","https://www.bedbathandbeyond.com/store/static/careers","icims","","","none","homepage_unreachable_error"
"4b6b4e50-8328-46b0-97af-5d8df8e51b8e","Csaa Insurance Services Inc.","csaainsurance.com","https://www.csaa-insurance.aaa.com/about/careers.html","workday","","","none","homepage_unreachable_error"
"15e5721d-ce8a-497c-a879-88e28e63a18d","Infotech Prism LLC","infotechprism.com","https://infotechprism.com/careers","","","","none","homepage_unreachable_error"
